LangID	CountryID	LangStatus	Name
fak	CM	L	Fang
fal	CM	L	Fali, South
fam	NG	L	Fam
fan	GQ	L	Fang
fao	DK	L	Faroese
fap	SN	L	Palor
far	SB	L	Fataleka
fau	ID	L	Fayu
fax	ES	L	Fala
fay	IR	L	Fars, Southwestern
faz	IR	L	Fars, Northwestern
fbl	PH	L	Bikol, West Albay
fcs	CA	L	Quebec Sign Language
fer	SS	L	Feroge
ffi	PG	L	Foia Foia
ffm	ML	L	Fulfulde, Maasina
fgr	TD	L	Fongoro
fia	SD	L	Nobiin
fie	NG	L	Fyer
fij	FJ	L	Fijian
fil	PH	L	Filipino
fin	FI	L	Finnish
fip	TZ	L	Fipa
fir	NG	L	Firan
fit	SE	L	Finnish, Tornedalen
fiw	PG	L	Fiwaga
fkk	NG	L	Kirya-Konzel
fkv	NO	L	Finnish, Kven
fla	US	L	Kalispel-Pend d’Oreille
flh	ID	L	Foau
fli	NG	L	Fali
fll	CM	L	Fali, North
fln	AU	X	Flinders Island
flr	CD	L	Fuliiru
fly	ZA	L	Flaaitaal
fmp	CM	L	Fe’fe’
fmu	IN	L	Muria, Far Western
fng	ZA	L	Pidgin Bantu
fni	TD	L	Fania
fod	BJ	L	Foodo
foi	PG	L	Foi
fom	CD	L	Foma
fon	BJ	L	Fon
for	PG	L	Fore
fos	TW	L	Siraya
fpe	GQ	L	Equatorial Guinean Pidgin
fqs	PG	L	Fas
fra	FR	L	French
frc	US	L	French, Cajun
frd	ID	L	Fordata
frp	FR	L	Arpitan
frq	PG	L	Forak
frr	DE	L	Frisian, Northern
frs	DE	L	Saxon, East Frisian Low
frt	VU	L	Fortsenal
fry	NL	L	Frisian
fse	FI	L	Finnish Sign Language
fsl	FR	L	French Sign Language
fss	FI	L	Finland-Swedish Sign Language
fub	CM	L	Fulfulde, Adamawa
fuc	SN	L	Pulaar
fud	WF	L	Futuna, East
fue	BJ	L	Fulfulde, Borgu
fuf	GN	L	Pular
fuh	NE	L	Fulfulde, Western Niger
fui	TD	L	Fulfulde, Bagirmi
fuj	SD	L	Ko
fum	NG	L	Fum
fun	BR	L	Iatê
fuq	NE	L	Fulfulde, Central-Eastern Niger
fur	IT	L	Friulian
fut	VU	L	Futuna-Aniwa
fuu	CD	L	Furu
fuv	NG	L	Fulfulde, Nigerian
fuy	PG	L	Fuyug
fvr	SD	L	Fur
fwa	NC	L	Fwâi
fwe	NA	L	Fwe
gaa	GH	L	Ga
gab	TD	L	Gabri
gac	IN	L	Great Andamanese, Mixed
gad	PH	L	Gaddang
gae	VE	L	Guarequena
gaf	PG	L	Gende
gag	MD	L	Gagauz
gah	PG	L	Alekano
gai	PG	L	Mbore
gaj	PG	L	Gadsup
gak	ID	L	Gamkonora
gal	TL	L	Galolen
gam	PG	L	Kandawo
gan	CN	L	Chinese, Gan
gao	PG	L	Gants
gap	PG	L	Gal
gaq	IN	L	Gata’
gar	PG	L	Galeya
gas	IN	L	Garasia, Adiwasi
gat	PG	L	Kenati
gau	IN	L	Gadaba, Mudhili
gaw	PG	L	Nobonob
gax	ET	L	Oromo, Borana-Arsi-Guji
gay	ID	L	Gayo
gaz	ET	L	Oromo, West Central
gbb	AU	L	Kaytetye
gbd	AU	L	Karadjeri
gbe	PG	L	Niksek
gbf	PG	L	Gaikundi
gbg	CF	L	Gbanziri
gbh	BJ	L	Gbe, Defi
gbi	ID	L	Galela
gbj	IN	L	Gadaba, Bodo
gbk	IN	L	Gaddi
gbl	IN	L	Gamit
gbm	IN	L	Garhwali
gbn	SS	L	Mo’da
gbo	LR	L	Grebo, Northern
gbp	CF	L	Gbaya-Bossangoa
gbq	CF	L	Gbaya-Bozoum
gbr	NG	L	Gbagyi
gbs	BJ	L	Gbe, Gbesi
gbu	AU	L	Gagadu
gbv	CF	L	Gbanu
gbw	AU	L	Gabi-Gabi
gbx	BJ	L	Gbe, Eastern Xwla
gby	NG	L	Gbari
gbz	IR	L	Dari, Zoroastrian
gcc	PG	L	Mali
gcd	AU	L	Ganggalida
gce	US	X	Galice
gcf	GP	L	Guadeloupean Creole French
gcl	GD	L	Grenadian Creole English
gcn	PG	L	Gaina
gcr	GF	L	Guianese Creole French
gct	VE	L	German, Colonia Tovar
gda	IN	L	Lohar, Gade
gdb	IN	L	Gadaba, Pottangi Ollar
gdc	AU	L	Gugu Badhun
gdd	PG	L	Gedaged
gde	NG	L	Gude
gdf	NG	L	Guduf-Gava
gdg	PH	L	Ga’dang
gdh	AU	L	Gadjerawang
gdi	CF	L	Gundi
gdj	AU	L	Gurdjar
gdk	TD	L	Gadang
gdl	ET	L	Dirasha
gdm	TD	L	Laal
gdn	PG	L	Umanakaina
gdo	RU	L	Ghodoberi
gdq	YE	L	Mehri
gdr	PG	L	Wipi
gds	NP	L	Ghandruk Sign Language
gdt	AU	X	Kungardutyi
gdu	NG	L	Gudu
gdx	IN	L	Godwari
gea	NG	L	Geruma
geb	PG	L	Kire
gec	LR	L	Grebo, Gboloo
ged	NG	L	Gade
geg	NG	L	Gengle
geh	CA	L	Hutterisch
gei	ID	L	Gebe
gej	TG	L	Gen
gek	NG	L	Ywom
gel	NG	L	ut-Ma’in
geq	CF	L	Geme
ges	ID	L	Geser-Gorom
gev	GA	L	Eviya
gew	NG	L	Gera
gex	SO	L	Garre
gey	CD	L	Enya
gez	ET	L	Geez
gfk	PG	L	Patpatar
gga	SB	L	Gao
ggb	LR	L	Gbii
ggd	AU	X	Gugadj
gge	AU	L	Guragone
ggg	PK	L	Gurgula
ggk	AU	X	Kungarakany
ggl	PG	L	Ganglau
ggn	NP	L	Gurung, Eastern
ggo	IN	L	Gondi, Southern
ggt	PG	L	Gitua
ggu	CI	L	Gban
ggw	PG	L	Gogodala
gha	LY	L	Ghadamès
ghe	NP	L	Ghale, Southern
ghh	NP	L	Ghale, Northern
ghk	MM	L	Karen, Geko
ghl	SD	L	Ghulfan
ghn	SB	L	Ghanongga
gho	MA	L	Ghomara
ghr	PK	L	Ghera
ghs	PG	L	Guhu-Samane
ght	NP	L	Kuke
gia	AU	L	Kitja
gib	NG	L	Gibanawa
gic	ZA	L	Gail
gid	CM	L	Gidar
gig	PK	L	Goaria
gih	AU	L	Githabul
gil	KI	L	Kiribati
gim	PG	L	Gimi
gin	RU	L	Hinukh
gip	PG	L	Gimi
giq	VN	L	Gelao, Green
gir	VN	L	Gelao, Red
gis	CM	L	Giziga, North
git	CA	L	Gitxsan
giu	CN	L	Mulao
giw	CN	L	Duoluo
gix	CD	L	Gilima
giy	AU	L	Giyug
giz	CM	L	Giziga, South
gji	NG	L	Geji
gjk	PK	L	Koli, Kachi
gjm	AU	X	Gunditjmara
gjn	GH	L	Gonja
gju	IN	L	Gujari
gka	PG	L	Guya
gke	CM	L	Ndai
gkn	NG	L	Gokana
gko	AU	X	Kok-Nar
gkp	GN	L	Kpelle, Guinea
gku	ZA	X	‡Ungkue
gla	GB	L	Gaelic, Scottish
glc	TD	L	Bon Gula
gld	RU	L	Nanai
gle	IE	L	Irish
glg	ES	L	Galician
glh	AF	L	Pashai, Northwest
gli	SB	X	Guliguli
glj	TD	L	Gula Iro
glk	IR	L	Gilaki
gll	AU	X	Garlali
glo	NG	L	Galambu
glr	LR	L	Glaro-Twabo
glu	TD	L	Gula
glv	IM	L	Manx
glw	NG	L	Glavda
gly	SD	L	Gule
gma	AU	X	Gambera
gmb	SB	L	Gula’alaa
gmd	NG	L	Mághdì
gmg	PG	L	Magiyi
gmm	CM	L	Gbaya-Mbodomo
gmn	CM	L	Gimnime
gmu	PG	L	Gumalu
gmv	ET	L	Gamo
gmx	TZ	L	Magoma
gmz	NG	L	Mgbolizhia
gna	BF	L	Kaansa
gnb	IN	L	Gangte
gnd	CM	L	Zulgo-Gemzek
gne	NG	L	Ganang
gng	TG	L	Ngangam
gnh	NG	L	Lere
gni	AU	L	Gooniyandi
gnk	BW	L	||Gana
gnl	AU	X	Gangulu
gnm	PG	L	Ginuman
gnn	AU	L	Gumatj
gno	IN	L	Gondi, Northern
gnq	MY	L	Gana
gnr	AU	L	Gureng Gureng
gnt	PG	L	Guntai
gnu	PG	L	Gnau
gnw	BO	L	Guaraní, Western Bolivian
gnz	CF	L	Ganzi
goa	CI	L	Guro
gob	CO	L	Playero
goc	PG	L	Gorakor
god	CI	L	Godié
goe	BT	L	Gongduk
gof	ET	L	Gofa
gog	TZ	L	Gogo
goi	PG	L	Gobasi
goj	IN	L	Gowlan
gok	IN	L	Gowli
gol	LR	L	Gola
gom	IN	L	Konkani, Goan
goo	FJ	L	Gone Dau
gop	ID	L	Yeretuar
goq	ID	L	Gorap
gor	ID	L	Gorontalo
gos	NL	L	Gronings
gou	CM	L	Gavar
gow	TZ	L	Gorowa
gox	CD	L	Gobu
goy	TD	L	Goundo
goz	IR	L	Gozarkhani
gpa	NG	L	Gupa-Abawa
gpe	GH	L	Ghanaian Pidgin English
gpn	PG	L	Taiap
gqa	NG	L	Ga’anda
gqi	CN	L	Guiqiong
gqn	BR	L	Guana
gqr	TD	L	Gor
gqu	CN	L	Qau
gra	IN	L	Garasia, Rajput
grc	GR	X	Greek, Ancient
grd	NG	L	Guruntum-Mbaaru
grg	PG	L	Madi
grh	NG	L	Gbiri-Niragu
gri	SB	L	Ghari
grj	LR	L	Grebo, Southern
grm	MY	L	Kota Marudu Talantang
gro	CN	L	Groma
grq	PG	L	Gorovu
grr	DZ	L	Taznatit
grs	ID	L	Gresi
grt	IN	L	Garo
gru	ET	L	Kistane
grv	LR	L	Grebo, Central
grw	PG	L	Gweda
grx	PG	L	Guriaso
gry	LR	L	Grebo, Barclayville
grz	PG	L	Guramalum
gse	GH	L	Ghanaian Sign Language
gsg	DE	L	German Sign Language
gsl	SN	L	Gusilay
gsm	GT	L	Guatemalan Sign Language
gsn	PG	L	Gusan
gso	CF	L	Gbaya, Southwest
gsp	PG	L	Wasembo
gss	GR	L	Greek Sign Language
gsw	CH	L	German, Swiss
gta	BR	L	Guató
gtu	AU	X	Aghu-Tharnggala
gua	NG	L	Shiki
gub	BR	L	Guajajára
guc	CO	L	Wayuu
gud	CI	L	Dida, Yocoboué
gue	AU	L	Gurinji
guf	AU	L	Gupapuyngu
gug	PY	L	Guaraní, Paraguayan
guh	CO	L	Guahibo
gui	BO	L	Guaraní, Eastern Bolivian
guj	IN	L	Gujarati
guk	ET	L	Gumuz
gul	US	L	Sea Island Creole English
gum	CO	L	Guambiano
gun	BR	L	Guaraní, Mbyá
guo	CO	L	Guayabero
gup	AU	L	Gunwinggu
guq	PY	L	Aché
gur	GH	L	Farefare
gus	GN	L	Guinean Sign Language
gut	CR	L	Maléku Jaíka
guu	VE	L	Yanomamö
guv	CM	L	Gey
guw	BJ	L	Gun
gux	BF	L	Gourmanchéma
guz	KE	L	Ekegusii
gva	PY	L	Guana
gvc	BR	L	Guanano
gve	PG	L	Duwet
gvf	PG	L	Golin
gvj	BR	L	Guajá
gvl	TD	L	Gulay
gvm	NG	L	Gurmana
gvn	AU	L	Kuku-Yalanji
gvo	BR	L	Gavião do Jiparaná
gvp	BR	L	Gavião, Pará
gvr	NP	L	Gurung, Western
gvs	PG	L	Gumawana
gvy	AU	X	Guyani
gwa	CI	L	Mbato
gwb	NG	L	Gwa
gwc	PK	L	Kalami
gwd	ET	L	Gawwada
gwe	TZ	L	Gweno
gwf	PK	L	Gowro
gwg	NG	L	Moo
gwi	CA	L	Gwich’in
gwj	BW	L	|Gwi
gwm	AU	X	Awngthim
gwn	NG	L	Gwandara
gwr	UG	L	Gwere
gwt	AF	L	Gawar-Bati
gwu	AU	X	Guwamu
gww	AU	L	Kwini
gwx	GH	L	Gua
gxx	CI	L	Wè Southern
gya	CF	L	Gbaya, Northwest
gyb	PG	L	Garus
gyd	AU	L	Kayardild
gye	NG	L	Gyem
gyf	AU	X	Gungabula
gyg	CF	L	Gbayi
gyi	CM	L	Gyele
gyl	ET	L	Gayil
gym	PA	L	Ngäbere
gyn	GY	L	Guyanese Creole English
gyr	BO	L	Guarayu
gyy	AU	X	Gunya
gza	SD	L	Ganza
gzi	IR	L	Gazi
gzn	ID	L	Gane
haa	US	L	Han
hab	VN	L	Hanoi Sign Language
hac	IR	L	Gurani
had	ID	L	Hatam
hae	ET	L	Oromo, Eastern
haf	VN	L	Haiphong Sign Language
hag	GH	L	Hanga
hah	PG	L	Hahon
haj	IN	L	Hajong
hak	CN	L	Chinese, Hakka
hal	VN	L	Halang
ham	PG	L	Hewa
han	TZ	L	Hangaza
hao	PG	L	Hakö
hap	ID	L	Hupla
haq	TZ	L	Ha
har	ET	L	Harari
has	CA	L	Haisla
hat	HT	L	Haitian
hau	NG	L	Hausa
hav	CD	L	Havu
haw	US	L	Hawaiian
hax	CA	L	Haida, Southern
hay	TZ	L	Haya
haz	AF	L	Hazaragi
hba	CD	L	Hamba
hbb	NG	L	Nya Huba
hbn	SD	L	Heiban
hbo	IL	L	Hebrew, Ancient
hbu	TL	L	Habun
hca	IN	L	Andaman Creole Hindi
hch	MX	L	Huichol
hdn	CA	L	Haida, Northern
hds	HN	L	Honduras Sign Language
hdy	ET	L	Hadiyya
hea	CN	L	Miao, Northern Qiandong
heb	IL	L	Hebrew
hed	TD	L	Herdé
heg	ID	L	Helong
heh	TZ	L	Hehe
hei	CA	L	Heiltsuk
hem	CD	L	Hemba
her	NA	L	Herero
hgm	NA	L	Hai||om
hgw	PG	L	Haigwai
hhi	PG	L	Hoia Hoia
hhr	SN	L	Kerak
hhy	PG	L	Hoyahoya
hia	NG	L	Lamang
hib	PE	X	Hibito
hid	US	L	Hidatsa
hif	FJ	L	Hindi, Fiji
hig	NG	L	Kamwe
hih	PG	L	Pamosu
hii	IN	L	Hinduri
hij	CM	L	Hijuk
hik	ID	L	Seit-Kaitetu
hil	PH	L	Hiligaynon
hin	IN	L	Hindi
hio	BW	L	Tsoa
hir	BR	L	Himarimã
hiw	VU	L	Hiw
hix	BR	L	Hixkaryána
hji	ID	L	Haji
hka	TZ	L	Kahe
hke	CD	L	Hunde
hkk	PG	L	Hunjara-Kaina Ke
hks	HK	L	Hong Kong Sign Language
hla	PG	L	Halia
hlb	IN	L	Halbi
hld	VN	L	Halang Doan
hle	CN	L	Hlersu
hlt	MM	L	Chin, Matu
hma	CN	L	Miao, Southern Mashan
hmb	ML	L	Songhay, Humburi Senni
hmc	CN	L	Miao, Central Huishui
hmd	CN	L	Miao, Large Flowery
hme	CN	L	Miao, Eastern Huishui
hmf	VN	L	Hmong Don
hmg	CN	L	Miao, Southwestern Guiyang
hmh	CN	L	Miao, Southwestern Huishui
hmi	CN	L	Miao, Northern Huishui
hmj	CN	L	Ge
hml	CN	L	Miao, Luopohe
hmm	CN	L	Miao, Central Mashan
hmo	PG	L	Motu, Hiri
hmp	CN	L	Miao, Northern Mashan
hmq	CN	L	Miao, Eastern Qiandong
hmr	IN	L	Hmar
hms	CN	L	Miao, Southern Qiandong
hmt	PG	L	Hamtai
hmu	ID	L	Hamap
hmv	VN	L	Hmong Dô
hmw	CN	L	Miao, Western Mashan
hmy	CN	L	Miao, Southern Guiyang
hmz	CN	L	Sinicized Miao
hna	CM	L	Mina
hnd	PK	L	Hindko, Southern
hne	IN	L	Chhattisgarhi
hnh	BW	L	||Ani
hni	CN	L	Hani
hnj	LA	L	Hmong Njua
hnn	PH	L	Hanunoo
hno	PK	L	Hindko, Northern
hns	SR	L	Hindustani, Sarnami
hnu	LA	L	Hung
hoa	SB	L	Hoava
hob	PG	L	Mari
hoc	IN	L	Ho
hod	NG	X	Holma
hoe	NG	L	Horom
hoh	OM	L	Hobyót
hoi	US	L	Holikachuk
hoj	IN	L	Haroti
hol	AO	L	Holu
hom	SS	X	Homa
hoo	CD	L	Holoholo
hop	US	L	Hopi
hor	TD	X	Horo
hos	VN	L	Ho Chi Minh City Sign Language
hot	PG	L	Hote
hov	ID	L	Hovongan
how	CN	L	Honi
hoy	IN	L	Holiya
hoz	ET	L	Hozo
hpo	MM	L	Hpon
hps	US	L	Hawaii Sign Language
hra	IN	L	Hrangkhol
hrc	PG	L	Niwer Mil
hre	VN	L	Hre
hrk	ID	L	Haruku
hrm	CN	L	Miao, Horned
hro	VN	L	Haroi
hrp	AU	X	Nhirrpi
hrt	TR	L	Hértevin
hru	IN	L	Hruso
hrv	HR	L	Croatian
hrw	PG	L	Warwar Feni
hrx	BR	L	Hunsrik
hrz	IR	L	Harzani
hsb	DE	L	Sorbian, Upper
hsh	HU	L	Hungarian Sign Language
hsl	NG	L	Hausa Sign Language
hsn	CN	L	Chinese, Xiang
hss	OM	L	Harsusi
hti	ID	X	Hoti
hto	CO	L	Huitoto, Minica
hts	TZ	L	Hadza
htu	ID	L	Hitu
hub	PE	L	Huambisa
huc	BW	L	‡Hua
hud	ID	L	Huaulu
hue	MX	L	Huave, San Francisco del Mar
huf	PG	L	Humene
hug	PE	L	Huachipaeri
huh	CL	L	Huilliche
hui	PG	L	Huli
huj	CN	L	Miao, Northern Guiyang
huk	ID	X	Hulung
hul	PG	L	Hula
hum	CD	L	Hungana
hun	HU	L	Hungarian
huo	CN	L	Hu
hup	US	L	Hupa
huq	CN	L	Tsat
hur	CA	L	Halkomelem
hus	MX	L	Huastec
hut	NP	L	Humla
huu	PE	L	Huitoto, Murui
huv	MX	L	Huave, San Mateo del Mar
huw	ID	X	Hukumina
hux	PE	L	Huitoto, Nüpode
huy	IL	L	Hulaulá
huz	RU	L	Hunzib
hvc	HT	L	Haitian Vodoun Culture Language
hve	MX	L	Huave, San Dionisio del Mar
hvk	NC	L	Haveke
hvn	ID	L	Hawu
hvv	MX	L	Huave, Santa María del Mar
hwa	CI	L	Wané
hwc	US	L	Hawai’i Pidgin
hwo	NG	L	Hwana
hya	CM	L	Hya
hye	AM	L	Armenian
iai	NC	L	Iaai
ian	PG	L	Iatmul
iap	BR	X	Iapama
iar	PG	L	Purari
iba	MY	L	Iban
ibb	NG	L	Ibibio
ibd	AU	L	Iwaidja
ibe	NG	L	Akpes
ibg	PH	L	Ibanag
ibl	PH	L	Ibaloi
ibm	NG	L	Agoi
ibn	NG	L	Ibino
ibo	NG	L	Igbo
ibr	NG	L	Ibuoro
ibu	ID	L	Ibu
iby	NG	L	Ibani
ica	BJ	L	Ede Ica
ich	NG	L	Etkywan
icl	IS	L	Icelandic Sign Language
icr	CO	L	Islander Creole English
ida	KE	L	Luidakho-Luisukha-Lutirichi
idb	IN	L	Indo-Portuguese
idc	NG	L	Ajiya
idd	BJ	L	Ede Idaca
ide	NG	L	Idere
idi	PG	L	Idi
idr	SS	L	Indri
ids	NG	L	Idesa
idt	TL	L	Idaté
idu	NG	L	Idoma
ifa	PH	L	Ifugao, Amganad
ifb	PH	L	Ifugao, Batad
ife	TG	L	Ifè
iff	VU	X	Ifo
ifk	PH	L	Ifugao, Tuwali
ifm	CG	L	Teke-Fuumu
ifu	PH	L	Ifugao, Mayoyao
ify	PH	L	Kallahan, Keley-i
igb	NG	L	Ebira
ige	NG	L	Igede
igg	PG	L	Igana
igl	NG	L	Igala
igm	PG	L	Kanggape
ign	BO	L	Ignaciano
igo	PG	L	Isebe
igw	NG	L	Igwe
ihb	ID	L	Iha Based Pidgin
ihi	NG	L	Ihievbe
ihp	ID	L	Iha
iii	CN	L	Nuosu
iin	AU	X	Thiin
ijc	NG	L	Izon
ije	NG	L	Biseni
ijj	BJ	L	Ede Ije
ijn	NG	L	Kalabari
ijs	NG	L	Ijo, Southeast
ike	CA	L	Inuktitut, Eastern Canadian
iki	NG	L	Iko
ikk	NG	L	Ika
ikl	NG	L	Ikulu
iko	NG	L	Olulumo-Ikom
ikp	NG	L	Ikpeshi
ikr	AU	X	Ikaranggal
iks	CA	L	Inuit Sign Language
ikt	CA	L	Inuinnaqtun
ikv	NG	L	Iku-Gora-Ankwa
ikw	NG	L	Ikwere
ikx	UG	L	Ik
ikz	TZ	L	Ikizu
ila	ID	L	Ile Ape
ilb	ZM	L	Ila
ilg	AU	X	Garig-Ilgar
ili	CN	L	Ili Turki
ilk	PH	L	Ilongot
ill	PH	L	Iranun
ilo	PH	L	Ilocano
ils	IT	L	International Sign
ilu	ID	L	Ili’uun
ilv	NG	L	Ilue
ima	IN	L	Mala Malasar
imi	PG	L	Anamgura
imn	PG	L	Imonda
imo	PG	L	Imbongu
imr	ID	L	Imroing
inb	CO	L	Inga
ind	ID	L	Indonesian
ing	US	L	Degexit’an
inh	RU	L	Ingush
inj	CO	L	Inga, Jungle
inl	ID	L	Indonesian Sign Language
inn	PH	L	Isinai
ino	PG	L	Inoke-Yate
inp	PE	L	Iñapari
ins	IN	L	Indian Sign Language
int	MM	L	Intha
inz	US	L	Ineseño
ior	ET	L	Inor
iou	PG	L	Tuma-Irumu
iow	US	L	Iowa-Oto
ipi	PG	L	Ipili
ipo	PG	L	Ipiko
iqu	PE	L	Iquito
iqw	NG	L	Ikwo
ire	ID	L	Yeresiam
irh	ID	L	Irarutu
iri	NG	L	Irigwe
irk	TZ	L	Iraqw
irn	BR	L	Irántxe
irr	LA	L	Ir
iru	IN	L	Irula
irx	ID	L	Kamberau
iry	PH	L	Iraya
isa	PG	L	Isabi
isc	PE	L	Isconahua
isd	PH	L	Isnag
ise	IT	L	Italian Sign Language
isg	IE	L	Irish Sign Language
ish	NG	L	Esan
isi	NG	L	Nkem-Nkum
isk	AF	L	Ishkashimi
isl	IS	L	Icelandic
ism	ID	L	Masimasi
isn	TZ	L	Isanzu
iso	NG	L	Isoko
isr	IL	L	Israeli Sign Language
ist	HR	L	Istriot
isu	CM	L	Isu
ita	IT	L	Italian
itb	PH	L	Itneg, Binongan
ite	BO	L	Itene
iti	PH	L	Itneg, Inlaod
itk	IT	L	Judeo-Italian
itl	RU	L	Itelmen
itm	NG	L	Itu Mbon Uzo
ito	BO	L	Itonama
itr	PG	L	Iteri
its	NG	L	Isekiri
itt	PH	L	Itneg, Maeng
itv	PH	L	Itawit
itw	NG	L	Ito
itx	ID	L	Itik
ity	PH	L	Itneg, Moyadan
itz	GT	L	Itza’
ium	CN	L	Iu Mien
ivb	PH	L	Ibatan
ivv	PH	L	Ivatan
iwk	PH	L	I-wak
iwm	PG	L	Iwam
iwo	ID	L	Morop
iws	PG	L	Iwam, Sepik
ixc	MX	L	Ixcatec
ixl	GT	L	Ixil
iya	NG	L	Iyayu
iyo	CM	L	Mesaka
iyx	CG	L	Yaka
izh	RU	L	Ingrian
izr	NG	L	Izere
izz	NG	L	Izii
jaa	BR	L	Jamamadí
jab	NG	L	Hyam
jac	GT	L	Jakalteko
jad	GN	L	Jahanka
jae	PG	L	Yabem
jaf	NG	L	Jara
jah	MY	L	Jah Hut
jaj	SB	L	Zazao
jak	MY	L	Jakun
jal	ID	L	Yalahatan
jam	JM	L	Jamaican Creole English
jan	AU	X	Jandai
jao	AU	L	Yanyuwa
jaq	ID	L	Yaqay
jas	NC	L	Javanese, New Caledonian
jau	ID	L	Yaur
jav	ID	L	Javanese
jax	ID	L	Malay, Jambi
jay	AU	L	Yan-nhangu
jaz	NC	L	Jawe
jbe	IL	L	Judeo-Berber
jbi	AU	X	Badjiri
jbj	ID	L	Arandai
jbk	PG	L	Barikewa
jbn	LY	L	Nafusi
jbr	ID	L	Jofotek-Bromnya
jbt	BR	L	Jabutí
jbu	CM	L	Jukun Takum
jbw	AU	L	Yawijibaya
jcs	JM	L	Jamaican Country Sign Language
jct	UA	L	Krimchak
jda	IN	L	Jad
jdg	PK	L	Jadgali
jdt	RU	L	Judeo-Tat
jeb	PE	L	Jebero
jee	NP	L	Jerung
jeg	LA	L	Jeng
jeh	VN	L	Jeh
jei	ID	L	Yei
jek	CI	L	Jeri Kuo
jel	ID	L	Yelmek
jen	NG	L	Dza
jer	NG	L	Jere
jet	PG	L	Manem
jeu	TD	L	Jonkor Bourmataguil
jgb	CD	X	Ngbee
jge	IL	L	Judeo-Georgian
jgk	NG	L	Gwak
jgo	CM	L	Ngomba
jhi	MY	L	Jehai
jhs	NP	L	Jhankot Sign Language
jia	CM	L	Jina
jib	NG	L	Jibu
jic	HN	L	Tol
jid	NG	L	Bu
jie	NG	L	Jilbe
jig	AU	L	Djingili
jih	CN	L	sTodsde
jii	SO	L	Jiiddu
jil	PG	L	Jilim
jim	CM	L	Jimi
jio	CN	L	Jiamao
jiq	CN	L	Lavrung
jit	TZ	L	Jita
jiu	CN	L	Jinuo, Youle
jiv	EC	L	Shuar
jiy	CN	L	Jinuo, Buyuan
jje	KR	L	Jejueo
jjr	NG	L	Bankal
jkm	MM	L	Karen, Mobwa
jko	PG	L	Kubo
jkp	MM	L	Karen, Paku
jkr	IN	L	Koro
jku	NG	L	Labir
jle	SD	L	Ngile
jls	JM	L	Jamaican Sign Language
jma	PG	L	Dima
jmb	NG	L	Zumbun
jmc	TZ	L	Machame
jmd	ID	L	Yamdena
jmi	NG	L	Jimi
jml	NP	L	Jumli
jmn	MM	L	Naga, Makuri
jmr	GH	L	Kamara
jms	NG	L	Mashi
jmw	PG	L	Mouwase
jmx	MX	L	Mixtec, Western Juxtlahuaca
jna	IN	L	Jangshung
jnd	PK	L	Jandavra
jng	AU	L	Yangman
jni	NG	L	Janji
jnj	ET	L	Yemsa
jnl	IN	L	Rawat
jns	IN	L	Jaunsari
job	CD	L	Joba
jod	CI	L	Wojenaka
jor	BO	X	Jorá
jos	JO	L	Jordanian Sign Language
jow	ML	L	Jowulu
jpn	JP	L	Japanese
jpr	IL	L	Dzhidi
jqr	PE	L	Jaqaru
jra	VN	L	Jarai
jrr	NG	L	Jiru
jrt	NG	L	Jorto
jru	VE	L	Japreria
jsl	JP	L	Japanese Sign Language
jua	BR	L	Júma
jub	NG	L	Wannu
jud	CI	L	Worodougou
juh	NG	L	Hõne
jui	AU	X	Ngadjuri
juk	NG	L	Wapan
jul	NP	L	Jirel
jum	SD	L	Jumjum
jun	IN	L	Juang
juo	NG	L	Jiba
jup	BR	L	Hupdë
jur	BR	L	Jurúna
jus	NP	L	Jumla Sign Language
jut	DK	L	Jutish
juu	NG	L	Ju
juw	NG	L	Wãpha
juy	IN	L	Juray
jvd	ID	L	Javindo
jvn	SR	L	Javanese, Suriname
jwi	GH	L	Jwira-Pepesa
jya	CN	L	Jiarong
jye	IL	L	Arabic, Judeo-Yemeni
jyy	TD	L	Jaya
kaa	UZ	L	Karakalpak
kab	DZ	L	Kabyle
kac	MM	L	Jingpho
kad	NG	L	Adara
kae	TW	X	Ketangalan
kaf	CN	L	Katso
kag	MY	L	Kajaman
kah	CF	L	Kara
kai	NG	L	Karekare
kaj	NG	L	Jju
kak	PH	L	Kallahan, Kayapa
kal	GL	L	Inuktitut, Greenlandic
kam	KE	L	Kamba
kan	IN	L	Kannada
kao	ML	L	Xaasongaxango
kap	RU	L	Bezhta
kaq	PE	L	Capanahua
kas	IN	L	Kashmiri
kat	GE	L	Georgian
kav	BR	L	Katukína
kax	ID	L	Kao
kay	BR	L	Kamayurá
kaz	KZ	L	Kazakh
kba	AU	X	Kalarko
kbb	BR	L	Kaxuiâna
kbc	BR	L	Kadiwéu
kbd	RU	L	Kabardian
kbe	AU	L	Kanju
kbg	IN	L	Khamba
kbh	CO	L	Camsá
kbi	ID	L	Kaptiau
kbj	CD	L	Kari
kbk	PG	L	Koiari, Grass
kbl	TD	L	Kanembu
kbm	PG	L	Iwal
kbn	CF	L	Kare
kbo	SS	L	Keliko
kbp	TG	L	Kabiyè
kbq	PG	L	Kamano
kbr	ET	L	Kafa
kbs	GA	L	Kande
kbt	PG	L	Abadi
kbu	PK	L	Kabutra
kbv	ID	L	Dera
kbw	PG	L	Kaiep
kbx	PG	L	Ap Ma
kby	NE	L	Kanuri, Manga
kbz	NG	L	Duhwa
kca	RU	L	Khanty
kcb	PG	L	Kawacha
kcc	NG	L	Lubila
